Date,Transaction_ID,Type,Amount_EUR,Status,Risk_Score,Region,Analyst_Team
2024-11-14,TX-494690,SWIFT,34548.35,APPROVED,2,EU_Zone,Team_Beta
2024-12-05,TX-412531,INTERNAL_TRANSFER,10314.13,APPROVED,6,Domestic,Team_Alpha
2024-10-14,TX-732302,INTERNAL_TRANSFER,7355.82,APPROVED,4,Domestic,Auto_System
2024-11-21,TX-409351,ACH,2519.38,APPROVED,17,Domestic,Team_Alpha
2024-10-13,TX-175010,SWIFT,2221.26,APPROVED,3,North_America,Auto_System
2024-11-27,TX-750298,INTERNAL_TRANSFER,9466.27,APPROVED,13,Domestic,Team_Alpha
2024-10-31,TX-743235,INTERNAL_TRANSFER,11141.94,APPROVED,9,North_America,Auto_System
2024-12-23,TX-360184,SWIFT,35914.03,APPROVED,17,North_America,Team_Beta
2024-10-02,TX-201838,ACH,15164.32,APPROVED,16,Domestic,Team_Beta
2024-11-01,TX-923714,SWIFT,7449.32,APPROVED,6,EU_Zone,Team_Beta
2024-10-10,TX-484740,INTERNAL_TRANSFER,41708.7,APPROVED,10,North_America,Team_Alpha
2024-10-15,TX-297984,WIRE_TRANSFER,4159.66,APPROVED,1,EU_Zone,Team_Alpha
2024-11-03,TX-581420,SWIFT,42927.77,APPROVED,11,Domestic,Team_Alpha
2024-10-02,TX-665019,INTERNAL_TRANSFER,68067.89,MANUAL_REVIEW,71,APAC_Emerging,Auto_System
2024-11-01,TX-490469,ACH,37776.11,APPROVED,7,EU_Zone,Auto_System
2024-10-05,TX-924047,INTERNAL_TRANSFER,23034.9,APPROVED,20,North_America,Team_Alpha
2024-11-24,TX-942567,SWIFT,803601.72,BLOCKED_COMPLIANCE,98,Offshore_Zone,Team_Alpha
2024-10-04,TX-874126,INTERNAL_TRANSFER,3977.85,APPROVED,1,EU_Zone,Auto_System
2024-12-03,TX-569748,SWIFT,16826.88,APPROVED,10,EU_Zone,Team_Alpha
2024-12-15,TX-498549,SWIFT,10755.3,APPROVED,9,North_America,Team_Alpha
2024-12-20,TX-138951,INTERNAL_TRANSFER,27292.22,APPROVED,17,North_America,Team_Beta
2024-12-15,TX-852069,SWIFT,38526.77,APPROVED,14,EU_Zone,Auto_System
2024-11-25,TX-265707,ACH,23493.86,APPROVED,14,EU_Zone,Team_Alpha
2024-11-21,TX-750659,WIRE_TRANSFER,12706.4,APPROVED,3,North_America,Team_Alpha
2024-12-25,TX-894121,INTERNAL_TRANSFER,26527.69,APPROVED,9,Domestic,Team_Beta
2024-11-10,TX-587705,WIRE_TRANSFER,35186.38,APPROVED,12,Domestic,Team_Alpha
2024-10-27,TX-132509,ACH,30385.49,APPROVED,6,Domestic,Team_Beta
2024-10-28,TX-978770,ACH,28747.44,APPROVED,17,North_America,Team_Alpha
2024-11-06,TX-660891,ACH,15972.8,APPROVED,11,North_America,Team_Beta
2024-10-23,TX-922529,WIRE_TRANSFER,13999.64,APPROVED,11,North_America,Team_Beta
2024-10-15,TX-516289,ACH,22832.02,APPROVED,14,North_America,Team_Beta
2024-12-28,TX-822517,WIRE_TRANSFER,10560.48,APPROVED,12,EU_Zone,Team_Alpha
2024-12-05,TX-453764,WIRE_TRANSFER,19597.48,APPROVED,2,North_America,Team_Beta
2024-11-20,TX-805327,INTERNAL_TRANSFER,37385.69,APPROVED,6,North_America,Team_Beta
2024-10-14,TX-670237,ACH,12216.75,APPROVED,8,Domestic,Team_Beta
2024-12-26,TX-544055,ACH,4639.87,APPROVED,1,Domestic,Team_Beta
2024-10-12,TX-555579,SWIFT,3350.05,APPROVED,9,North_America,Auto_System
2024-12-24,TX-772754,SWIFT,12098.89,APPROVED,4,Domestic,Auto_System
2024-11-22,TX-546803,WIRE_TRANSFER,18718.61,APPROVED,10,North_America,Team_Alpha
2024-12-06,TX-488113,SWIFT,4805.4,APPROVED,12,Domestic,Team_Beta
2024-10-02,TX-686169,INTERNAL_TRANSFER,26062.87,APPROVED,14,North_America,Team_Beta
2024-10-27,TX-796941,ACH,526452.94,BLOCKED_COMPLIANCE,85,Offshore_Zone,Auto_System
2024-11-10,TX-440210,WIRE_TRANSFER,22807.06,APPROVED,5,North_America,Team_Alpha
2024-10-05,TX-346805,WIRE_TRANSFER,7319.49,APPROVED,18,EU_Zone,Auto_System
2024-11-05,TX-139429,WIRE_TRANSFER,24981.09,APPROVED,4,North_America,Auto_System
2024-12-14,TX-781622,WIRE_TRANSFER,19988.42,APPROVED,12,EU_Zone,Auto_System
2024-11-17,TX-252225,WIRE_TRANSFER,78008.34,BLOCKED_COMPLIANCE,86,Offshore_Zone,Team_Beta
2024-12-11,TX-193724,SWIFT,6694.73,APPROVED,9,North_America,Team_Alpha
2024-12-28,TX-561786,WIRE_TRANSFER,44425.21,APPROVED,11,North_America,Team_Alpha
2024-10-07,TX-723130,ACH,43394.16,APPROVED,19,North_America,Auto_System
2024-12-22,TX-824282,WIRE_TRANSFER,34103.57,APPROVED,17,North_America,Auto_System
2024-11-05,TX-311160,WIRE_TRANSFER,18134.91,APPROVED,14,Domestic,Auto_System
2024-10-07,TX-357928,INTERNAL_TRANSFER,141579.69,MANUAL_REVIEW,60,EU_Non_Member,Team_Alpha
2024-10-26,TX-860181,WIRE_TRANSFER,32186.06,APPROVED,15,EU_Zone,Team_Alpha
2024-10-07,TX-557937,ACH,603374.96,BLOCKED_COMPLIANCE,95,Offshore_Zone,Team_Beta
2024-12-10,TX-416236,ACH,7924.38,APPROVED,11,North_America,Team_Alpha
2024-12-18,TX-208657,ACH,843957.55,BLOCKED_COMPLIANCE,86,High_Risk_Jurisdiction,Team_Alpha
2024-12-23,TX-705719,INTERNAL_TRANSFER,34808.06,APPROVED,11,EU_Zone,Team_Alpha
2024-10-29,TX-206475,WIRE_TRANSFER,23043.41,APPROVED,18,EU_Zone,Auto_System
2024-12-05,TX-901350,WIRE_TRANSFER,46636.47,APPROVED,13,Domestic,Team_Beta
2024-10-12,TX-132142,SWIFT,41511.37,APPROVED,12,Domestic,Team_Beta
2024-11-21,TX-710355,WIRE_TRANSFER,43829.47,APPROVED,17,Domestic,Team_Beta
2024-10-29,TX-932246,INTERNAL_TRANSFER,25623.13,APPROVED,13,North_America,Auto_System
2024-11-15,TX-350863,INTERNAL_TRANSFER,42535.28,APPROVED,16,Domestic,Team_Beta
2024-10-06,TX-724298,ACH,15513.82,APPROVED,9,North_America,Team_Beta
2024-11-26,TX-943640,WIRE_TRANSFER,45749.96,APPROVED,8,EU_Zone,Team_Beta
2024-10-09,TX-616828,INTERNAL_TRANSFER,48805.58,APPROVED,1,Domestic,Team_Alpha
2024-12-17,TX-432190,SWIFT,20698.11,APPROVED,7,Domestic,Team_Beta
2024-12-02,TX-211008,SWIFT,10146.63,APPROVED,4,North_America,Auto_System
2024-10-12,TX-540617,ACH,41812.07,APPROVED,3,Domestic,Team_Alpha
2024-12-27,TX-978851,WIRE_TRANSFER,25671.16,APPROVED,10,Domestic,Auto_System
2024-12-13,TX-858103,ACH,35939.51,APPROVED,5,EU_Zone,Team_Alpha
2024-10-26,TX-308607,ACH,9816.39,APPROVED,8,Domestic,Auto_System
2024-10-13,TX-108643,SWIFT,47452.66,APPROVED,2,EU_Zone,Team_Beta
2024-11-13,TX-694459,ACH,16797.3,APPROVED,3,North_America,Auto_System
2024-10-14,TX-769221,SWIFT,21856.5,APPROVED,18,Domestic,Team_Beta
2024-11-28,TX-555502,INTERNAL_TRANSFER,16520.04,APPROVED,17,EU_Zone,Team_Beta
2024-11-20,TX-731589,WIRE_TRANSFER,20526.49,APPROVED,5,EU_Zone,Team_Alpha
2024-10-28,TX-796449,WIRE_TRANSFER,31056.21,APPROVED,6,Domestic,Auto_System
2024-12-29,TX-186770,ACH,49607.61,APPROVED,18,EU_Zone,Team_Beta
2024-12-09,TX-738090,INTERNAL_TRANSFER,4573.99,APPROVED,3,North_America,Auto_System
2024-10-14,TX-395989,WIRE_TRANSFER,12886.8,APPROVED,10,North_America,Team_Beta
2024-11-15,TX-317267,WIRE_TRANSFER,889796.72,BLOCKED_COMPLIANCE,90,High_Risk_Jurisdiction,Team_Beta
2024-11-03,TX-979796,SWIFT,49261.08,APPROVED,17,EU_Zone,Auto_System
2024-10-09,TX-171946,SWIFT,114113.19,MANUAL_REVIEW,68,APAC_Emerging,Auto_System
2024-10-03,TX-515462,ACH,21739.16,APPROVED,12,North_America,Team_Beta
2024-11-10,TX-369976,INTERNAL_TRANSFER,43435.2,MANUAL_REVIEW,64,EU_Non_Member,Team_Alpha
2024-12-07,TX-592340,WIRE_TRANSFER,32286.32,APPROVED,14,EU_Zone,Team_Beta
2024-12-15,TX-700865,INTERNAL_TRANSFER,47984.94,APPROVED,4,Domestic,Team_Alpha
2024-12-26,TX-858975,SWIFT,28411.83,APPROVED,19,EU_Zone,Auto_System
2024-11-24,TX-437988,SWIFT,22382.45,APPROVED,14,North_America,Team_Beta
2024-12-26,TX-334305,ACH,35468.57,APPROVED,10,EU_Zone,Auto_System
2024-12-05,TX-150831,ACH,30762.38,APPROVED,7,Domestic,Team_Alpha
2024-11-08,TX-367774,ACH,13961.68,APPROVED,10,EU_Zone,Team_Alpha
2024-12-11,TX-728213,SWIFT,46712.62,APPROVED,12,EU_Zone,Auto_System
2024-12-22,TX-246874,INTERNAL_TRANSFER,44320.2,APPROVED,6,North_America,Team_Beta
2024-11-15,TX-625978,WIRE_TRANSFER,14755.5,APPROVED,14,EU_Zone,Auto_System
2024-11-26,TX-866756,WIRE_TRANSFER,41342.39,APPROVED,20,Domestic,Team_Beta
2024-10-18,TX-242695,ACH,63603.35,MANUAL_REVIEW,74,APAC_Emerging,Auto_System
2024-11-14,TX-120640,ACH,26208.89,APPROVED,14,Domestic,Auto_System
2024-10-27,TX-761771,INTERNAL_TRANSFER,45529.62,APPROVED,15,EU_Zone,Team_Beta
2024-12-09,TX-202980,SWIFT,30974.73,APPROVED,10,North_America,Auto_System
2024-12-11,TX-524844,WIRE_TRANSFER,5882.02,APPROVED,6,North_America,Auto_System
2024-10-27,TX-360615,WIRE_TRANSFER,16342.94,APPROVED,12,North_America,Team_Alpha
2024-12-13,TX-126276,ACH,46727.41,APPROVED,15,EU_Zone,Team_Alpha
2024-10-01,TX-131190,ACH,21304.33,APPROVED,5,North_America,Team_Alpha
2024-10-15,TX-519427,SWIFT,17359.06,APPROVED,19,North_America,Team_Beta
2024-11-04,TX-459226,INTERNAL_TRANSFER,1629.32,APPROVED,19,EU_Zone,Team_Beta
2024-11-19,TX-294079,WIRE_TRANSFER,40215.72,APPROVED,16,Domestic,Team_Alpha
2024-10-10,TX-736961,WIRE_TRANSFER,35048.52,APPROVED,2,EU_Zone,Team_Alpha
2024-12-15,TX-167198,SWIFT,37995.11,APPROVED,11,North_America,Auto_System
2024-11-19,TX-865276,ACH,29958.41,APPROVED,2,Domestic,Team_Alpha
2024-10-21,TX-806311,WIRE_TRANSFER,16496.88,APPROVED,14,North_America,Team_Alpha
2024-10-20,TX-652353,INTERNAL_TRANSFER,1488.2,APPROVED,1,Domestic,Team_Alpha
2024-11-18,TX-212497,INTERNAL_TRANSFER,16808.58,APPROVED,2,North_America,Team_Alpha
2024-12-03,TX-204588,SWIFT,15254.32,APPROVED,14,Domestic,Team_Beta
2024-12-11,TX-518313,WIRE_TRANSFER,9707.45,APPROVED,2,North_America,Team_Alpha
2024-10-08,TX-762659,INTERNAL_TRANSFER,19385.67,APPROVED,3,Domestic,Team_Beta
2024-11-25,TX-355160,SWIFT,31931.47,APPROVED,5,North_America,Auto_System
2024-11-11,TX-110935,ACH,21773.16,APPROVED,19,North_America,Team_Alpha
2024-10-05,TX-987443,ACH,47023.27,APPROVED,1,EU_Zone,Team_Alpha
2024-11-20,TX-806801,INTERNAL_TRANSFER,34781.37,APPROVED,13,Domestic,Team_Alpha
2024-12-07,TX-843210,INTERNAL_TRANSFER,33533.06,APPROVED,18,Domestic,Team_Alpha
2024-12-18,TX-341875,INTERNAL_TRANSFER,44632.09,MANUAL_REVIEW,64,APAC_Emerging,Team_Alpha
2024-10-09,TX-282211,ACH,28262.16,APPROVED,15,North_America,Team_Alpha
2024-12-25,TX-996389,SWIFT,12261.95,APPROVED,7,EU_Zone,Team_Alpha
2024-10-23,TX-953140,SWIFT,73537.08,MANUAL_REVIEW,75,EU_Non_Member,Team_Alpha
2024-12-22,TX-231429,INTERNAL_TRANSFER,308627.3,BLOCKED_COMPLIANCE,89,High_Risk_Jurisdiction,Team_Beta
2024-12-03,TX-998786,WIRE_TRANSFER,2242.18,APPROVED,3,EU_Zone,Team_Beta
2024-11-25,TX-831039,WIRE_TRANSFER,34207.29,APPROVED,19,North_America,Auto_System
2024-10-09,TX-222439,ACH,116798.09,MANUAL_REVIEW,66,APAC_Emerging,Team_Beta
2024-10-13,TX-554729,ACH,47982.3,APPROVED,12,EU_Zone,Team_Alpha
2024-11-05,TX-768623,ACH,448534.02,BLOCKED_COMPLIANCE,87,Offshore_Zone,Team_Alpha
2024-12-21,TX-840859,WIRE_TRANSFER,6477.55,APPROVED,1,Domestic,Auto_System
2024-10-05,TX-384219,ACH,10941.72,APPROVED,17,North_America,Auto_System
2024-10-11,TX-527404,SWIFT,15354.24,APPROVED,12,EU_Zone,Team_Beta
2024-11-10,TX-119935,SWIFT,856984.4,BLOCKED_COMPLIANCE,94,Offshore_Zone,Auto_System
2024-11-04,TX-742441,ACH,15416.52,APPROVED,5,Domestic,Auto_System
2024-12-02,TX-344845,INTERNAL_TRANSFER,42250.51,APPROVED,19,Domestic,Team_Alpha
2024-10-19,TX-149330,WIRE_TRANSFER,23425.35,APPROVED,19,EU_Zone,Auto_System
2024-10-28,TX-307813,ACH,1781.23,APPROVED,16,North_America,Auto_System
2024-11-15,TX-292417,ACH,29076.77,APPROVED,3,Domestic,Team_Alpha
2024-12-13,TX-574007,ACH,29226.63,APPROVED,10,EU_Zone,Team_Alpha
2024-10-26,TX-738304,WIRE_TRANSFER,16651.51,APPROVED,12,EU_Zone,Team_Alpha
2024-11-05,TX-149793,SWIFT,3062.28,APPROVED,14,Domestic,Team_Beta
2024-11-17,TX-434040,WIRE_TRANSFER,33649.18,APPROVED,12,North_America,Team_Alpha
2024-11-13,TX-353777,ACH,6309.69,APPROVED,20,Domestic,Auto_System
2024-10-11,TX-151594,ACH,16075.48,APPROVED,6,Domestic,Team_Alpha
2024-10-08,TX-810212,SWIFT,949.35,APPROVED,1,Domestic,Team_Alpha
2024-11-12,TX-842917,WIRE_TRANSFER,38245.25,APPROVED,15,Domestic,Team_Beta
2024-12-10,TX-390649,SWIFT,21937.75,APPROVED,20,EU_Zone,Auto_System
2024-11-21,TX-725344,WIRE_TRANSFER,986.13,APPROVED,10,EU_Zone,Team_Alpha
2024-12-15,TX-639481,WIRE_TRANSFER,1997.29,APPROVED,3,North_America,Auto_System
2024-11-02,TX-938552,WIRE_TRANSFER,41195.58,MANUAL_REVIEW,65,EU_Non_Member,Team_Alpha
2024-12-27,TX-427021,INTERNAL_TRANSFER,12286.27,APPROVED,7,Domestic,Team_Beta
2024-12-18,TX-174926,ACH,27019.36,APPROVED,13,EU_Zone,Team_Beta
2024-10-07,TX-435945,ACH,26944.58,APPROVED,1,Domestic,Team_Alpha
2024-10-23,TX-746351,INTERNAL_TRANSFER,33693.35,APPROVED,6,EU_Zone,Team_Alpha
2024-10-30,TX-486513,WIRE_TRANSFER,6075.33,APPROVED,5,Domestic,Team_Beta
2024-12-25,TX-216971,INTERNAL_TRANSFER,10716.93,APPROVED,6,Domestic,Team_Alpha
2024-12-21,TX-344349,WIRE_TRANSFER,4949.74,APPROVED,8,EU_Zone,Team_Beta
2024-12-01,TX-855693,INTERNAL_TRANSFER,23324.84,APPROVED,2,North_America,Team_Alpha
2024-12-20,TX-104681,SWIFT,40170.04,APPROVED,8,EU_Zone,Team_Beta
2024-12-29,TX-967390,WIRE_TRANSFER,40712.49,APPROVED,20,EU_Zone,Team_Alpha
2024-11-01,TX-659953,WIRE_TRANSFER,28101.35,MANUAL_REVIEW,73,APAC_Emerging,Team_Alpha
2024-10-13,TX-382562,WIRE_TRANSFER,3415.55,APPROVED,18,EU_Zone,Auto_System
2024-10-14,TX-695534,SWIFT,34499.18,APPROVED,3,EU_Zone,Auto_System
2024-11-14,TX-215395,WIRE_TRANSFER,9451.9,APPROVED,13,EU_Zone,Team_Beta
2024-12-20,TX-227907,SWIFT,37974.25,APPROVED,11,Domestic,Auto_System
2024-10-08,TX-444374,WIRE_TRANSFER,704195.26,BLOCKED_COMPLIANCE,97,High_Risk_Jurisdiction,Team_Beta
2024-11-27,TX-462312,INTERNAL_TRANSFER,10431.91,APPROVED,6,North_America,Team_Alpha
2024-12-06,TX-757121,WIRE_TRANSFER,12600.59,APPROVED,3,EU_Zone,Auto_System
2024-12-15,TX-431175,SWIFT,34589.24,APPROVED,14,Domestic,Auto_System
2024-11-25,TX-530517,INTERNAL_TRANSFER,11170.38,APPROVED,18,EU_Zone,Team_Alpha
2024-11-21,TX-397707,SWIFT,97349.28,MANUAL_REVIEW,72,APAC_Emerging,Team_Alpha
2024-10-24,TX-327354,WIRE_TRANSFER,23160.69,APPROVED,17,Domestic,Team_Alpha
2024-10-12,TX-629738,WIRE_TRANSFER,24620.94,APPROVED,15,Domestic,Auto_System
2024-10-06,TX-211037,SWIFT,939508.17,BLOCKED_COMPLIANCE,95,Offshore_Zone,Auto_System
2024-12-10,TX-276864,WIRE_TRANSFER,1862.36,APPROVED,5,Domestic,Team_Beta
2024-10-17,TX-590532,INTERNAL_TRANSFER,36333.37,APPROVED,4,Domestic,Auto_System
2024-10-08,TX-813482,INTERNAL_TRANSFER,12172.18,APPROVED,9,EU_Zone,Team_Beta
2024-10-06,TX-939641,WIRE_TRANSFER,28656.79,APPROVED,1,North_America,Auto_System
2024-11-19,TX-198093,ACH,16125.08,APPROVED,10,North_America,Auto_System
2024-12-10,TX-140798,WIRE_TRANSFER,2210.25,APPROVED,9,North_America,Team_Beta
2024-10-26,TX-139769,WIRE_TRANSFER,145248.82,BLOCKED_COMPLIANCE,97,High_Risk_Jurisdiction,Team_Alpha
2024-10-14,TX-250532,SWIFT,33418.09,APPROVED,6,Domestic,Auto_System
2024-10-30,TX-178378,WIRE_TRANSFER,49325.18,APPROVED,20,North_America,Team_Beta
2024-11-05,TX-985426,INTERNAL_TRANSFER,514.12,APPROVED,14,Domestic,Team_Alpha
2024-10-01,TX-660935,ACH,27664.85,APPROVED,10,EU_Zone,Auto_System
2024-12-22,TX-596660,WIRE_TRANSFER,41998.63,APPROVED,20,North_America,Team_Alpha
2024-10-24,TX-254897,WIRE_TRANSFER,48889.72,APPROVED,8,North_America,Team_Alpha
2024-11-11,TX-385494,SWIFT,65055.08,MANUAL_REVIEW,83,EU_Non_Member,Auto_System
2024-12-28,TX-345045,ACH,8824.37,APPROVED,6,North_America,Team_Alpha
2024-11-09,TX-412186,WIRE_TRANSFER,10750.67,APPROVED,13,North_America,Team_Alpha
2024-12-25,TX-307168,ACH,8578.32,APPROVED,12,North_America,Team_Beta
2024-12-03,TX-655981,INTERNAL_TRANSFER,39457.79,APPROVED,8,EU_Zone,Auto_System
2024-12-23,TX-827791,WIRE_TRANSFER,48215.13,APPROVED,7,EU_Zone,Team_Alpha
2024-11-11,TX-708780,SWIFT,11604.45,APPROVED,20,North_America,Team_Beta
2024-10-05,TX-439428,SWIFT,40733.41,APPROVED,2,North_America,Team_Beta
2024-12-09,TX-418598,INTERNAL_TRANSFER,49471.33,APPROVED,1,EU_Zone,Team_Beta
2024-11-22,TX-608370,SWIFT,14076.26,APPROVED,20,North_America,Team_Alpha
2024-10-13,TX-900630,SWIFT,23762.88,APPROVED,17,EU_Zone,Team_Beta
2024-10-20,TX-678241,ACH,40438.69,APPROVED,10,North_America,Auto_System
2024-11-18,TX-275695,WIRE_TRANSFER,40150.06,APPROVED,5,Domestic,Auto_System
2024-10-09,TX-555793,INTERNAL_TRANSFER,80108.87,MANUAL_REVIEW,66,EU_Non_Member,Team_Alpha
2024-10-27,TX-629184,SWIFT,14761.75,APPROVED,17,North_America,Team_Alpha
2024-11-26,TX-428885,WIRE_TRANSFER,22280.25,APPROVED,15,EU_Zone,Team_Alpha
2024-11-02,TX-838009,INTERNAL_TRANSFER,23218.33,APPROVED,12,EU_Zone,Team_Beta
2024-11-19,TX-579320,WIRE_TRANSFER,12012.94,APPROVED,3,EU_Zone,Team_Alpha
2024-12-24,TX-869627,INTERNAL_TRANSFER,13832.0,APPROVED,1,Domestic,Team_Alpha
2024-11-26,TX-270243,ACH,14836.22,APPROVED,11,Domestic,Team_Alpha
2024-11-14,TX-520729,ACH,10642.71,APPROVED,14,North_America,Auto_System
2024-10-29,TX-519815,INTERNAL_TRANSFER,98091.53,MANUAL_REVIEW,84,EU_Non_Member,Team_Alpha
2024-11-17,TX-372080,SWIFT,40733.17,APPROVED,12,EU_Zone,Team_Alpha
2024-11-02,TX-143900,INTERNAL_TRANSFER,23823.47,APPROVED,20,North_America,Team_Beta
2024-12-14,TX-867816,ACH,28936.13,APPROVED,9,Domestic,Team_Alpha
2024-11-09,TX-979948,WIRE_TRANSFER,13336.51,APPROVED,19,EU_Zone,Team_Alpha
2024-11-21,TX-335013,SWIFT,22354.84,APPROVED,12,North_America,Auto_System
2024-11-29,TX-822210,SWIFT,14946.31,MANUAL_REVIEW,61,EU_Non_Member,Team_Alpha
2024-10-26,TX-922436,WIRE_TRANSFER,25499.46,APPROVED,3,Domestic,Team_Beta
2024-10-09,TX-499427,SWIFT,6727.93,APPROVED,11,Domestic,Auto_System
2024-12-25,TX-637293,INTERNAL_TRANSFER,41081.7,APPROVED,11,North_America,Team_Alpha
2024-10-17,TX-633501,SWIFT,113543.91,MANUAL_REVIEW,82,EU_Non_Member,Team_Alpha
2024-11-06,TX-533074,WIRE_TRANSFER,84459.15,MANUAL_REVIEW,70,EU_Non_Member,Auto_System
2024-11-12,TX-666379,ACH,25850.42,APPROVED,3,North_America,Team_Alpha
2024-10-29,TX-410213,INTERNAL_TRANSFER,31928.69,APPROVED,11,Domestic,Team_Beta
2024-12-23,TX-339093,ACH,9201.3,APPROVED,11,EU_Zone,Auto_System
2024-10-29,TX-813214,INTERNAL_TRANSFER,16395.68,APPROVED,9,EU_Zone,Auto_System
2024-10-13,TX-535751,SWIFT,1912.35,APPROVED,14,North_America,Auto_System
2024-11-01,TX-180288,INTERNAL_TRANSFER,13294.2,APPROVED,11,North_America,Team_Beta
2024-10-31,TX-647957,INTERNAL_TRANSFER,49915.82,APPROVED,1,North_America,Team_Beta
2024-12-20,TX-745865,ACH,48507.73,APPROVED,5,North_America,Auto_System
2024-11-24,TX-819443,SWIFT,102265.41,MANUAL_REVIEW,68,APAC_Emerging,Team_Beta
2024-12-04,TX-941068,WIRE_TRANSFER,11282.97,APPROVED,11,Domestic,Team_Alpha
2024-12-12,TX-320813,INTERNAL_TRANSFER,5442.86,APPROVED,3,Domestic,Team_Beta
2024-11-06,TX-864067,ACH,4580.11,APPROVED,3,EU_Zone,Team_Beta
2024-11-19,TX-211340,ACH,39748.31,APPROVED,8,North_America,Team_Beta
2024-11-29,TX-664406,ACH,8967.55,APPROVED,7,Domestic,Team_Alpha
2024-10-10,TX-460893,INTERNAL_TRANSFER,38718.79,APPROVED,9,North_America,Team_Beta
2024-10-04,TX-654027,ACH,49019.48,APPROVED,15,EU_Zone,Team_Beta
2024-10-29,TX-909349,INTERNAL_TRANSFER,29763.7,APPROVED,7,North_America,Team_Beta
2024-11-29,TX-640559,INTERNAL_TRANSFER,12870.93,APPROVED,5,Domestic,Team_Beta
2024-12-19,TX-140625,SWIFT,13969.47,APPROVED,16,North_America,Team_Alpha
2024-12-03,TX-616544,WIRE_TRANSFER,17740.67,APPROVED,16,EU_Zone,Team_Alpha
2024-12-18,TX-780489,ACH,9760.32,APPROVED,20,EU_Zone,Team_Alpha
2024-12-27,TX-287243,SWIFT,21247.2,APPROVED,10,North_America,Team_Alpha
2024-10-26,TX-578087,ACH,111156.0,MANUAL_REVIEW,64,EU_Non_Member,Team_Alpha
2024-12-07,TX-973316,WIRE_TRANSFER,40627.04,APPROVED,14,EU_Zone,Team_Beta
2024-12-14,TX-600266,INTERNAL_TRANSFER,32383.8,APPROVED,16,North_America,Auto_System
2024-12-09,TX-861612,ACH,13836.36,APPROVED,10,EU_Zone,Auto_System
2024-12-13,TX-795862,WIRE_TRANSFER,40363.72,APPROVED,19,North_America,Team_Beta
2024-11-02,TX-865315,SWIFT,99716.89,MANUAL_REVIEW,64,APAC_Emerging,Team_Alpha
2024-12-05,TX-640725,ACH,4761.34,APPROVED,3,Domestic,Team_Beta
2024-10-18,TX-681469,ACH,42026.52,APPROVED,11,North_America,Team_Beta
2024-12-21,TX-696951,ACH,812140.61,BLOCKED_COMPLIANCE,95,High_Risk_Jurisdiction,Team_Alpha
2024-11-14,TX-891478,WIRE_TRANSFER,5558.74,APPROVED,19,EU_Zone,Team_Beta
2024-11-11,TX-210921,INTERNAL_TRANSFER,9473.89,APPROVED,8,EU_Zone,Auto_System
2024-11-07,TX-687027,INTERNAL_TRANSFER,21760.75,APPROVED,20,North_America,Team_Beta
2024-10-03,TX-427734,ACH,39285.06,APPROVED,13,North_America,Team_Beta
2024-12-02,TX-462093,ACH,3792.05,APPROVED,8,North_America,Team_Alpha
2024-10-18,TX-826065,WIRE_TRANSFER,23871.64,APPROVED,16,North_America,Team_Beta
2024-11-01,TX-601445,ACH,13210.18,APPROVED,15,North_America,Team_Beta
2024-10-19,TX-728206,ACH,27386.09,APPROVED,3,North_America,Team_Alpha
2024-11-23,TX-477856,INTERNAL_TRANSFER,47000.56,APPROVED,7,EU_Zone,Auto_System
2024-10-25,TX-196792,ACH,31504.8,APPROVED,12,North_America,Team_Beta
2024-12-13,TX-966247,SWIFT,24991.93,APPROVED,7,North_America,Team_Alpha
2024-12-17,TX-713100,INTERNAL_TRANSFER,28488.18,APPROVED,16,Domestic,Auto_System
2024-11-02,TX-225374,SWIFT,29724.88,APPROVED,9,North_America,Team_Beta
2024-10-23,TX-754376,INTERNAL_TRANSFER,9132.86,APPROVED,4,Domestic,Auto_System
2024-12-23,TX-675601,ACH,5674.05,APPROVED,2,EU_Zone,Team_Alpha
2024-11-28,TX-494201,SWIFT,25837.3,APPROVED,13,North_America,Team_Alpha
2024-11-19,TX-570523,INTERNAL_TRANSFER,4085.72,APPROVED,17,EU_Zone,Team_Alpha
2024-11-03,TX-441782,WIRE_TRANSFER,7523.79,APPROVED,1,Domestic,Team_Alpha
2024-12-11,TX-443420,SWIFT,25770.53,APPROVED,14,EU_Zone,Team_Alpha
2024-12-20,TX-889084,WIRE_TRANSFER,24737.06,APPROVED,19,North_America,Team_Beta
2024-12-10,TX-966813,SWIFT,8635.08,APPROVED,14,Domestic,Team_Alpha
2024-12-12,TX-308913,SWIFT,28733.87,APPROVED,18,Domestic,Auto_System
2024-11-14,TX-463863,WIRE_TRANSFER,47089.24,APPROVED,1,Domestic,Auto_System
2024-10-10,TX-872157,ACH,911025.92,BLOCKED_COMPLIANCE,85,High_Risk_Jurisdiction,Team_Beta
2024-11-02,TX-414242,ACH,34111.68,APPROVED,15,Domestic,Auto_System
2024-11-23,TX-227934,SWIFT,122576.39,MANUAL_REVIEW,77,EU_Non_Member,Team_Alpha
2024-10-10,TX-758640,SWIFT,49531.02,APPROVED,14,EU_Zone,Team_Alpha
2024-11-18,TX-963594,INTERNAL_TRANSFER,31657.32,APPROVED,3,Domestic,Team_Beta
2024-12-02,TX-335603,SWIFT,34140.7,APPROVED,17,Domestic,Team_Alpha
2024-11-05,TX-574511,INTERNAL_TRANSFER,28043.41,APPROVED,2,North_America,Team_Alpha
